ID;RANK;BUILDING;CITY;COUNTRY;HEIGHT_M;HEIGHT_FT;FLOORS;BUILD;ARCHITECT;ARCHITECTUTAL_STYLE;COST;MATERIAL;LONGITUDE;LATITUDE;IMAGE_URL
48;46;Tuntex Sky Tower;Kaohsiung;Taiwan;40202.566;131896.58;85;1997;;;0.0;;0.0;0.0
49;47;Aon Center;Chicago;United States;40121.47;131630.52;83;1973;;;0.0;;0.0;0.0
50;48;The Center;Hong Kong;Hong Kong;40086.71;131516.48;73;1998;;;0.0;;0.0;0.0
51;49;John Hancock Center;Chicago;United States;39854.992;130756.26;100;1969;;;0.0;;0.0;0.0
52;50;ADNOC Headquarters;Abu Dhabi;UAE;39623.277;129996.05;76;2015;;;0.0;;0.0;0.0
53;50;Ahmed Abdul Rahim Al Attar Tower;Dubai;UAE;39623.277;129996.05;76;2015;;;0.0;;0.0;0.0
54;52;The Wharf Times Square;Wuxi;China;39275.707;128855.74;68;2014;;;0.0;;0.0;0.0
55;53;Chongqing World Financial Center;Chongqing;China;39264.125;128817.74;78;2014;;;0.0;;0.0;0.0
56;54;Mercury City Tower;Moscow;Russia;39252.535;128779.72;75;2013;;;0.0;;0.0;0.0
57;55;Tianjin Modern City Office Tower;Tianjin;China;39159.85;128475.64;65;2015;;;0.0;;0.0;0.0
58;56;Tianjin World Financial Center;Tianjin;China;39043.992;128095.53;79;2010;;;0.0;;0.0;0.0
59;57;Twin Towers Guiyang, East Tower;Guiyang;China;38812.277;127335.32;74;2017;;;0.0;;0.0;0.0
60;57;Twin Towers Guiyang, West Tower;Guiyang;China;38812.277;127335.32;74;2017;;;0.0;;0.0;0.0
61;59;Shimao International Plaza;Shanghai;China;38580.56;126575.09;61;2005;;;0.0;;0.0;0.0
62;60;Rose Tower;Dubai;UAE;38580.56;126575.09;72;2007;;;0.0;;0.0;0.0
63;61;Minsheng Bank Building;Wuhan;China;38348.844;125814.88;68;2008;;;0.0;;0.0;0.0
64;62;China World Trade Center Tower 3;Beijing;China;38232.99;125434.79;74;2009;;;0.0;;0.0;0.0
65;62;Ryugyong Hotel;Pyongyang;North Korea;38232.99;125434.79;105;1992;;;0.0;;0.0;0.0
66;62;Zhuhai St. Regis Hotel & Office Tower;Zhuhai;China;38232.99;125434.79;67;2017;;;0.0;;0.0;0.0
67;62;Yuexiu Fortune Center Tower 1;Wuhan;China;38232.99;125434.79;66;2017;;;0.0;;0.0;0.0
68;66;Hon Kwok City Center;Shenzhen;China;38163.473;125206.72;80;2015;;;0.0;;0.0;0.0
69;67;Keangnam Hanoi Landmark Tower;Hanoi;Vietnam;38070.79;124902.65;72;2012;;;0.0;;0.0;0.0
70;68;Al Yaqoub Tower;Dubai;UAE;38001.277;124674.59;69;2013;;;0.0;;0.0;0.0
71;68;Longxi International Hotel;Huaxi Village;China;38001.277;124674.59;72;2011;;;0.0;;0.0;0.0
72;68;Wuxi Suning Plaza 1;Wuxi;China;38001.277;124674.59;68;2014;;;0.0;;0.0;0.0
73;71;The Index;Dubai;UAE;37769.56;123914.37;80;2010;;;0.0;;0.0;0.0
74;72;Guangxi Finance Plaza;Nanning;China;37653.7;123534.26;68;2016;;;0.0;;0.0;0.0
75;73;The Landmark;Abu Dhabi;UAE;37537.848;123154.17;72;2012;;;0.0;;0.0;0.0
76;73;Deji Plaza Phase 2;Nanjing;China;37537.848;123154.17;62;2013;;;0.0;;0.0;0.0
77;75;Yantai Shimao No.1 The Harbour;Yantai;China;37421.99;122774.06;59;2015;;;0.0;;0.0;0.0
78;76;Q1;Gold Coast;Australia;37364.06;122584.0;80;2005;;;0.0;;0.0;0.0
79;77;Wenzhou World Trade Center;Wenzhou;China;37306.13;122393.945;68;2010;;;0.0;;0.0;0.0
80;78;Burj Al Arab;Dubai;UAE;37190.27;122013.836;60;1999;;;0.0;;0.0;0.0
81;79;Nina Tower;Hong Kong;Hong Kong;37120.758;121785.78;80;2007;;;0.0;;0.0;0.0
82;80;Sinar Mas Center 1;Shanghai;China;37028.066;121481.68;66;2016;;;0.0;;0.0;0.0
83;81;Chrysler Building;New York City;United States;36946.97;121215.62;77;1930;;;0.0;;0.0;0.0
84;81;Global City Square;Guangzhou;China;36946.97;121215.62;67;2015;;;0.0;;0.0;0.0
85;83;New York Times Building;New York City;United States;36935.383;121177.6;52;2007;;;0.0;;0.0;0.0
